iter	Logloss
142	0.3992485111
143	0.3982648921
144	0.3973558851
145	0.3965251663
146	0.3957196859
147	0.3940705195
148	0.3932260899
149	0.3924553705
150	0.391724156
151	0.3908343448
152	0.3901166177
153	0.3889434804
154	0.3882791572
155	0.387492243
156	0.3863673355
157	0.3855527626
158	0.3850900688
159	0.3842709545
160	0.3835022417
161	0.3815503395
162	0.3806941002
163	0.3801044906
164	0.3791882722
165	0.3784474957
166	0.3777568747
167	0.3771222961
168	0.3763975442
169	0.3753898259
170	0.373896513
171	0.3733403627
172	0.3723970865
173	0.3717727055
174	0.3705406222
175	0.3697990443
176	0.3685957531
177	0.3679423749
178	0.3672031582
179	0.3665060554
180	0.3659842477
181	0.365390756
182	0.3642473297
183	0.3630382266
184	0.3623994563
185	0.3617455448
186	0.3608925808
187	0.3602800965
188	0.3595902197
189	0.3584337268
190	0.3579882235
191	0.3570701451
192	0.3561603013
193	0.355223585
194	0.3543963568
195	0.353200544
196	0.3523661692
197	0.3512049555
198	0.3504391286
199	0.3494848515
200	0.348782962
201	0.3484178007
202	0.3478309362
203	0.3469539079
204	0.3461876534
205	0.3452626633
206	0.3446983472
207	0.3436710216
208	0.3428383013
209	0.3420908625
210	0.3412774045
211	0.3408075437
212	0.3402373863
213	0.3396395769
214	0.3389940657
215	0.3383163708
216	0.3373980711
217	0.3367978558
218	0.3364150092
219	0.3360685207
220	0.3353003945
221	0.3345330901
222	0.3338118627
223	0.3332461913
224	0.3326613445
225	0.331733943
226	0.3309667231
227	0.3301466532
228	0.3295076728
229	0.3283291311
230	0.3279351434
231	0.3273063397
232	0.3268599099
233	0.3260708695
234	0.325171995
235	0.3244440723
236	0.323638585
237	0.3231574
238	0.3226337182
239	0.3219972952
240	0.3210965023
241	0.3204031837
242	0.3200583456
243	0.3192560912
244	0.3187288601
245	0.3181784914
246	0.3173438944
247	0.3167009107
248	0.316109555
249	0.315404408
250	0.3148502019
251	0.3140361464
252	0.3133722522
253	0.3126722771
254	0.3119939036
255	0.3114895314
256	0.3108347088
257	0.3101786057
258	0.3094934111
259	0.3085981646
260	0.3079074794
261	0.3073064096
262	0.3064314019
263	0.3059574063
264	0.3054437797
265	0.3051011321
266	0.3043566723
267	0.3034952472
268	0.3029540997
269	0.3026794849
270	0.3021647991
271	0.3016304366
272	0.300953616
273	0.3004726509
274	0.2998662176
275	0.2992603957
276	0.2986828494
277	0.2979620262
278	0.2971193112
279	0.2963253788
280	0.2952656545
281	0.2946340837
282	0.2942405495
283	0.2936981933
284	0.29324765
285	0.2926452553
286	0.2921580418
287	0.2913139966
288	0.2907107248
289	0.2903081325
290	0.2895195593
291	0.288967147
292	0.2884936809
293	0.2880001844
294	0.2872822064
295	0.2868020778
296	0.2865657706
297	0.2859960642
298	0.2855785862
299	0.2849552486
300	0.2846041816
301	0.2839228135
302	0.2834154444
303	0.2830330248
304	0.2825327045
305	0.2822096027
306	0.2816189668
307	0.2810160673
308	0.280209177
309	0.2795497288
310	0.2793166593
311	0.2788544702
312	0.2782131509
313	0.2775765951
314	0.2768152833
315	0.2760517229
316	0.2753383676
317	0.2746702626
318	0.2742509366
319	0.274018965
320	0.2737819963
321	0.2733799827
322	0.2730744622
323	0.2725534178
324	0.2722716621
325	0.2716332321
326	0.2710421689
327	0.2704839981
328	0.269995396
329	0.2691688893
330	0.2687726333
331	0.2681713303
332	0.2677036379
333	0.267292567
334	0.2669122975
335	0.2666580932
336	0.2662215083
337	0.2656949908
338	0.2652425655
339	0.2648059282
340	0.2644896468
341	0.2639876397
342	0.2635648431
343	0.2633658474
344	0.2626689381
345	0.2622412512
346	0.2618002121
347	0.2613384439
348	0.2608025453
349	0.2601103066
350	0.2594848542
351	0.2590879504
352	0.2584257763
353	0.2583443676
354	0.2578267975
355	0.2575287872
356	0.2572497359
357	0.2566179722
358	0.2563000689
359	0.2560919801
360	0.2555888604
361	0.2547921991
362	0.2543346233
363	0.2540112706
364	0.2536448791
365	0.2533382524
366	0.2527852141
367	0.2521975197
368	0.2516157394
369	0.2510633366
370	0.250631403
371	0.250119897
372	0.2491449504
373	0.2486546969
374	0.2481919995
375	0.2478285263
376	0.2473047155
377	0.2466916481
378	0.2462702582
379	0.2458924802
380	0.2455562948
381	0.2450092243
382	0.2443572567
383	0.2440452564
384	0.243647186
385	0.2429880546
386	0.2424892328
387	0.2419959058
388	0.241525194
389	0.2413053055
390	0.2410084195
391	0.240746816
392	0.2402814157
393	0.2399106897
394	0.2394476966
395	0.2391356323
396	0.2384684848
397	0.238150664
398	0.237765178
399	0.2373062404
400	0.2369539522
401	0.2364759766
402	0.2360988682
403	0.2358093574
404	0.2354199632
405	0.2352250471
406	0.234772254
407	0.2339731599
408	0.2335700381
409	0.2333036948
410	0.2330276893
411	0.2324925919
412	0.2323614017
413	0.2318705946
414	0.2315132185
415	0.2311170632
416	0.2306625929
417	0.2301600763
418	0.2296378112
419	0.2290969729
420	0.228725413
421	0.2285445762
422	0.2281636528
423	0.2279967148
424	0.2275928949
425	0.2271490616
426	0.2268237032
427	0.2263358105
428	0.2259947703
429	0.2256858042
430	0.2253431932
431	0.2249499822
432	0.2246796356
433	0.2242733485
434	0.2239201461
435	0.2236366239
436	0.2231618311
437	0.2227635242
438	0.2223729048
439	0.2218148453
440	0.22160402
441	0.2211314433
442	0.2208337233
443	0.2204986569
444	0.220053686
445	0.2193863393
446	0.2190511649
447	0.2187510915
448	0.2184027174
449	0.218076937
450	0.2177457942
451	0.2172293471
452	0.2169477233
453	0.2165403123
454	0.2160429658
455	0.2155647383
456	0.2152600247
457	0.2149925257
458	0.2147024725
459	0.2144499557
460	0.2139896324
461	0.2136672498
462	0.2133957678
463	0.2130965056
464	0.2126085901
465	0.2123399143
466	0.2120970916
467	0.2116004834
468	0.2112512442
469	0.210941726
470	0.2105810996
471	0.2103046438
472	0.2099380043
473	0.2095374739
474	0.2091846065
475	0.2087958292
476	0.2085241535
477	0.2080844177
478	0.2077290287
479	0.2074033864
480	0.2070115958
481	0.2065829728
482	0.2062406904
483	0.2058771119
484	0.2053821863
485	0.2049402448
486	0.2045322961
487	0.2042598485
488	0.2038327456
489	0.203622072
490	0.2032592356
491	0.2025590356
492	0.2022603384
493	0.2020067896
494	0.2017529127
495	0.2015062873
496	0.2010783766
497	0.2008777539
498	0.2006231915
499	0.2001802595
500	0.1997148479
501	0.1993248917
502	0.1987466931
503	0.1984677941
504	0.197986874
505	0.1975433812
506	0.1973885785
507	0.1970845588
508	0.196763916
509	0.1964715931
510	0.1959505552
511	0.1952959508
512	0.1951317371
513	0.194876126
514	0.1943961866
515	0.1940636596
516	0.1936124149
517	0.1932584897
518	0.1928253467
519	0.192567643
520	0.1922777205
521	0.1920552286
522	0.1917897327
523	0.1913464539
524	0.1910238325
525	0.1906443539
526	0.1902118597
527	0.1897107705
528	0.1894824157
529	0.1890377255
530	0.1888397203
531	0.1882542402
532	0.1878800459
533	0.1875779584
534	0.1872428281
535	0.1870772233
536	0.1867233775
537	0.1863531499
538	0.1860638253
539	0.1855474757
540	0.1850912495
541	0.184885345
542	0.1844560633
543	0.1840489032
544	0.1838187117
545	0.1834931646
546	0.1832474758
547	0.1829259632
548	0.182541219
549	0.1822800394
550	0.1820831277
551	0.1818591285
552	0.1816083311
553	0.181323525
554	0.1810259736
555	0.1806149118
556	0.1802302664
557	0.1798249791
558	0.1794533113
559	0.1791979139
560	0.1787438045
561	0.1783879155
562	0.1780932519
563	0.1777501043
564	0.1772779762
565	0.1768787272
566	0.1767264985
567	0.1763850915
568	0.1758715612
569	0.1754382214
570	0.1750248173
571	0.1746345315
572	0.1744188671
573	0.1739988713
574	0.1736115709
575	0.1731905071
576	0.1729002995
577	0.1725884932
578	0.1721821802
579	0.1718595554
580	0.1715347578
581	0.1711898158
582	0.1708856485
583	0.1706898223
584	0.1704514806
585	0.1703012105
586	0.1701172412
587	0.1697503474
588	0.1694321638
589	0.1692673449
590	0.1690589728
591	0.1687140905
592	0.1685199411
593	0.1681771998
594	0.1678773902
595	0.1676224635
596	0.1673440896
597	0.1671458195
598	0.1670330218
599	0.1667298224
600	0.1665774811
601	0.1662850601
602	0.166172753
603	0.1658179502
604	0.1655808736
605	0.1652050197
606	0.1649294524
607	0.1645114947
608	0.1642261555
609	0.1639042072
610	0.1636709241
611	0.1633092546
612	0.1631083979
613	0.1627419697
614	0.1625003046
615	0.1621867129
616	0.1620645155
617	0.1617118652
618	0.1613359465
619	0.1610035888
620	0.1607102322
621	0.1603904247
622	0.1601133077
623	0.1598777395
624	0.1596032099
625	0.1594288258
626	0.1590815053
627	0.158754474
628	0.1584197079
629	0.1579722007
630	0.1577481511
631	0.1574885804
632	0.1572346368
633	0.1569407568
634	0.1566275557
635	0.1564702824
636	0.156057607
637	0.1558001094
638	0.1554954822
639	0.1551885286
640	0.1550566313
641	0.154833654
642	0.1544364774
643	0.1540395132
644	0.1536866001
645	0.1533701268
646	0.153039146
647	0.1527899886
648	0.1524768908
649	0.1521632624
650	0.1519142721
651	0.1516347863
652	0.1512275624
653	0.1509971986
654	0.1507173787
655	0.150372996
656	0.150113399
657	0.1498779362
658	0.1495926195
659	0.149335788
660	0.1489937141
661	0.1486246758
662	0.1483066031
663	0.1481393041
664	0.1478859811
665	0.1476244345
666	0.1472915376
667	0.1469672184
668	0.1466459779
669	0.1461231318
670	0.1458518
671	0.1455263784
672	0.1453406798
673	0.1450982481
674	0.1448770779
675	0.1446870088
676	0.1443364642
677	0.1441846298
678	0.1440011545
679	0.1436813699
680	0.1433958509
681	0.1430609092
682	0.1428457097
683	0.1425502473
684	0.142306741
685	0.1421431689
686	0.1418414092
687	0.1415693955
688	0.14131022
689	0.1409589548
690	0.1406246775
691	0.1403943113
692	0.1400191647
693	0.1396694348
694	0.1393533094
695	0.1391304772
696	0.1389145934
697	0.1385941931
698	0.1382080094
699	0.1379274589
700	0.1378042453
701	0.1374623699
702	0.1372643509
703	0.1370267211
704	0.1367697518
705	0.1365800189
706	0.1362549317
707	0.1360665618
708	0.1357211975
709	0.1353493176
710	0.13503546
711	0.1348310914
712	0.1345115313
713	0.1342710964
714	0.1339950868
715	0.1338214883
716	0.1335903555
717	0.1333107565
718	0.1330786812
719	0.1326484371
720	0.1323747411
721	0.132210948
722	0.1320092797
723	0.1316255304
724	0.1313487284
725	0.1309911437
726	0.1308017595
727	0.1305457308
728	0.1302189852
729	0.1299787045
730	0.1296929166
731	0.1293450771
732	0.1290524752
733	0.1288085002
734	0.1285075211
735	0.1282388984
736	0.1279806289
737	0.1276728944
738	0.1274703753
739	0.127229947
740	0.1270599235
741	0.1267451217
742	0.1264422606
743	0.126150515
744	0.1260006666
745	0.1256823935
746	0.125387773
747	0.1250983094
748	0.1247975154
749	0.1245583697
750	0.1242858863
751	0.1239783194
752	0.1238041979
753	0.1234812867
754	0.1232019297
755	0.1229303388
756	0.1227036361
757	0.1224216683
758	0.1221609882
759	0.1219208047
760	0.121590033
761	0.1212969297
762	0.1210054332
763	0.1207894558
764	0.1206367789
765	0.1204850612
766	0.1202166384
767	0.1200012755
768	0.1197417399
769	0.119585458
770	0.119318958
771	0.1191640623
772	0.1189683354
773	0.1187012489
774	0.1184259513
775	0.1181528199
776	0.1178418776
777	0.1176560874
778	0.117419148
779	0.1171471919
780	0.1169125015
781	0.1166554083
782	0.1163780445
783	0.1161729569
784	0.1158641438
785	0.1156281023
786	0.115403361
787	0.1151790333
788	0.1149552367
789	0.1146783262
790	0.1144723947
791	0.1143044476
792	0.1141443576
793	0.1139069041
794	0.1137390626
795	0.1133993096
796	0.1131133141
797	0.113019219
798	0.1128488093
799	0.1126849734
800	0.1124614998
801	0.1121326016
802	0.1119426085
803	0.1116550052
804	0.111407154
805	0.1111756448
806	0.11087929
807	0.1105982334
808	0.1103758785
809	0.1102082491
810	0.109998844
811	0.1097506176
812	0.1095783968
813	0.1093136053
814	0.1091195144
815	0.1088417473
816	0.1085059867
817	0.1083279784
818	0.108190092
819	0.108029788
820	0.1077967248
821	0.107550432
822	0.1072825885
823	0.1070918954
824	0.1069189997
825	0.1067321202
826	0.1065647958
827	0.1063717627
828	0.1061206804
829	0.1059714669
830	0.1058176184
831	0.1055448398
832	0.1053729073
833	0.1051496456
834	0.104930197
835	0.1047427349
836	0.1046161069
837	0.1044247546
838	0.1043861086
839	0.1041779217
840	0.1040586651
841	0.1038563789
842	0.1035999306
843	0.103384486
844	0.1031259161
845	0.1028890068
846	0.1026460724
847	0.1024641992
848	0.1023033544
849	0.1020999562
850	0.1019022625
851	0.1017554666
852	0.1015307775
853	0.1013257317
854	0.101098855
855	0.1008409356
856	0.1006145155
857	0.1003785848
858	0.1001344555
859	0.09994604366
860	0.09983664427
861	0.09966320121
862	0.09943824514
863	0.09921207024
864	0.09898893075
865	0.09880643068
866	0.09861575018
867	0.09845954297
868	0.09829425398
869	0.09810300325
870	0.09792320453
871	0.09768715781
872	0.09752775577
873	0.09740846419
874	0.09718856206
875	0.09705918373
876	0.09687792487
877	0.09664210829
878	0.0964162771
879	0.09628083759
880	0.0960709256
881	0.09586660717
882	0.09572116441
883	0.09550420549
884	0.09538562026
885	0.09520767433
886	0.09505451818
887	0.09484018733
888	0.09466136692
889	0.0945235542
890	0.09430446652
891	0.09405511353
892	0.09391456238
893	0.09375255299
894	0.09355659898
895	0.09338018992
896	0.09320081968
897	0.09297683211
898	0.09279506504
899	0.0926626027
900	0.09242371266
901	0.09228952765
902	0.0920846581
903	0.09197799655
904	0.09174898955
905	0.09156558365
906	0.09138938641
907	0.09119297885
908	0.09099967578
909	0.09089016372
910	0.09073189673
911	0.09057414263
912	0.09039451635
913	0.09030729832
914	0.09008868672
915	0.08989854024
916	0.08974016081
917	0.08952066758
918	0.08939736799
919	0.0892561353
920	0.08910865969
921	0.08891770211
922	0.08872551264
923	0.08852504769
924	0.0883605744
925	0.08816590917
926	0.08801011622
927	0.0878085491
928	0.08767031799
929	0.08758366644
930	0.08744735257
931	0.08724651833
932	0.08706421178
933	0.08692159978
934	0.08679730329
935	0.08661900888
936	0.08647764542
937	0.08633825467
938	0.08622062839
939	0.08603175232
940	0.08587217903
941	0.0857364968
942	0.08559880586
943	0.08544657855
944	0.08527769706
945	0.08513245236
946	0.08493028865
947	0.0847968955
948	0.08459274473
949	0.08441546451
950	0.08429041985
951	0.0841135536
952	0.08394071764
953	0.08376684478
954	0.083588652
955	0.08350112929
956	0.08330982421
957	0.08306774693
958	0.08289723903
959	0.08278019515
960	0.08266693019
961	0.08254732603
962	0.0824416544
963	0.0823270589
964	0.08214549728
965	0.08201537765
966	0.08191853483
967	0.08181077286
968	0.08175278391
969	0.08160440373
970	0.08155586849
971	0.08134953077
972	0.08117471479
973	0.08098918396
974	0.08089547073
975	0.08079811015
976	0.08064282313
977	0.08050862507
978	0.08033361315
979	0.08014117424
980	0.08001345092
981	0.07992202105
982	0.07973641795
983	0.07960378135
984	0.07937783356
985	0.07925344214
986	0.07908811721
987	0.07891418496
988	0.0787573565
989	0.07862393284
990	0.07846809137
991	0.07831942236
992	0.07815927093
993	0.07811390648
994	0.07796943893
995	0.07788578489
996	0.07778721729
997	0.07760665107
998	0.07745948742
999	0.07730016644
